"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku"
"364","Paper Glass Coaster","Paper Glass Coaster","","Lightweight, eco-friendly beverage coaster made from high-quality paper material. Designed to protect surfaces from spills, condensation, or heat damage in hotels, cafes, and events.",,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,"Protects surfaces from glasses/condensation, Disposable and hygienic, Sleek, minimalist design, Available with branding, designs, and messages",,,,,,
"331","Triply Kadai","Premium Cookware","Tri-Ply Stainless Steel","Premium triply stainless steel kadai available in multiple sizes with or without lid",,"triply_kadai.jpg","true",2025-07-27T06:35:35.235Z,2025-07-27T06:35:35.235Z,"Bergner","TriPro",,"Tri-ply construction: even heat distribution, prevents hot spots, Compatible with induction and gas stoves, Premium handles and finishing",,,,,,
"332","Triply Tasla","Premium Cookware","Tri-Ply Stainless Steel","Same body as kadai, but without handles; triply construction.",,"triply_tasla.jpg","true",2025-07-27T06:35:35.235Z,2025-07-27T06:35:35.235Z,"Bergner","TriPro",,"Tri-ply construction: even heat distribution, prevents hot spots, Compatible with induction and gas stoves, Premium finishing",,,,,,
"253","Aluminium Pressure Cooker","Pressure Cooker","","Crafted from virgin aluminium. Extra heavy gauge, rust-free stainless steel vent tube, bakelite heat-resistant handles, and safety valve.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Aluminium",,,,,,,
"256","Elegance Contura Aluminium Pressure Cooker","Pressure Cooker","","Contura body for convenient stirring. Virgin aluminium, heavy gauge, secure handles and safety features.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Aluminium",,,,,,,
"255","Elegance Handi Aluminium Pressure Cooker","Pressure Cooker","","Handi shape for traditional Indian cooking, with the same high standards of safety and durability as other Ojas cookers.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Aluminium",,,,,,,
"254","Elegance Plain Aluminium Pressure Cooker","Pressure Cooker","","Premium virgin aluminium, extra heavy gauge. Rust-free SS vent, heat-resistant bakelite handles, safety valve, and curved body for easy stirring.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Aluminium",,,,,,,
"257","Hard Anodised Pressure Cooker","Pressure Cooker","","Hard anodized finish for extra durability and corrosion resistance. Standard Ojas safety and handling features.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Hard Anodized Aluminium",,,,,,,
"258","Stainless Steel Pressure Cooker","Pressure Cooker","","Rust-proof, elegant stainless steel body. Equipped with all standard Ojas safety and durability features.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,"Stainless Steel",,,,,,,
"301","Hospital Gloves","Safety Equipment","",,,,"true",2025-07-27T06:35:35.232Z,2025-07-27T06:35:35.232Z,,,,,,,,,,
"368","Sewing Kit","Sewing Kit","","Practical and compact sewing kit ideal for hotel guests. Contains all basic sewing essentials for minor repairs.",,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,"Lightweight and travel-friendly, Basic essentials for emergencies, Custom branding possible",,,,,,
"352","Shaving Gel","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"351","Shaving Kit Box","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"350","Shaving Kit Pouch","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"354","Shaving Kit with Box","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"353","Shaving Kit with Pouch","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"349","Shaving Razor","Shaving Kits & Razors","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"355","Wax Shoes Shiner","Shoes Shiner","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,,,,,,,
"365","Premium Disposable Bouffant Cap (Green)","Shower Caps","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,"Non-woven","Elastic band, Hygienic hair protection, Bulk pack of 100 pcs",,,,"Green",,
"366","Premium Disposable Bouffant Cap (White)","Shower Caps","",,,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,"Non-woven","Elastic band, Hygienic hair protection, Bulk pack of 100 pcs",,,,"White",,
"367","Shower Cap","Shower Caps","","Disposable shower cap available in green, blue and white color options. Waterproof, elastic, individually packed.",,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,"Elastic band for secure fit, One size fits all, Hygienic and waterproof, Great for hotels, salons, spas",,,,,,
"269","Casserole","Thermoware","","Insulated casseroles for keeping food hot or cold.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"268","Lite","Thermoware","","Simple, lightweight thermoware series.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"265","Thomos Kettle","Thermoware","","Insulated kettle for hot and cold liquids.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"266","Tiffin Capsule","Thermoware","","Compact, insulated lunch carriers (capsule form) for daily use.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"267","Tiffin Tablet","Thermoware","","Tablet-style insulated lunch boxes for convenient transport.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"270","Travel Jug","Thermoware","","Large capacity portable jugs with insulation for picnics or travel.",,,"true",2025-07-27T06:35:35.224Z,2025-07-27T06:35:35.224Z,,,,,,,,,,
"363","Toilet Seat WC Band","Toilet Seat WC Band","","Ensures hygiene and cleanliness for hotels, hospitals, and premium establishments. Used as a seal of sanitation, assures guests that the toilet seat has been freshly cleaned and disinfected.",,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,"Acts as a seal of sanitation for toilets, Made from durable, eco-friendly material, Easily fits around standard toilet seats, Disposable after use",,,,,,
"274","Bati Bartan","Traditional Cookware","","Traditional Indian vessel, used for making bati or serving dal-bati; details on sizes on request.",,,"true",2025-07-27T06:35:35.225Z,2025-07-27T06:35:35.225Z,,,,,,,,,,
"80","Aether","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-225",
"103","Agate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-248",
"104","Agate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-249",
"18","Amber","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-118",
"19","Amber","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-119",
"20","Amber","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-120",
"8","Apex","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-108",
"83","Aspire","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-228",
"114","Asteroid","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-305",
"46","Atlas","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-146",
"38","Aulora","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-138",
"39","Aulora","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-139",
"49","Aurora","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-149",
"118","Black Hole","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-309",
"119","Black Hole","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-310",
"150","Capricorn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-341",
"151","Capricorn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-342",
"102","Carnelian","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-247",
"141","Centaurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-332",
"142","Centaurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-333",
"171","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-416",
"172","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-417",
"173","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-418",
"174","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-419",
"175","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-420",
"176","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-421",
"90","Citrine","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-235",
"79","Classic","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-224",
"112","Comet","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-303",
"113","Comet","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-304",
"44","Coral","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-144",
"28","Cosmos","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-128",
"29","Cosmos","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-129",
"21","Crestview","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-121",
"22","Crestview","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-122",
"23","Crestview","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-123",
"72","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-217",
"73","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-218",
"74","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-219",
"156","Divine Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-401",
"157","Divine Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-402",
"158","Divine Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-403",
"159","Divine Pen 4","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-404",
"160","Doctor Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-405",
"161","Doctor Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-406",
"162","Doctor Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-407",
